"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"15",15,"Wii Fit Plus","WII",0.447199959478009,"Sports","Nintendo",10.8063689631155,16.7079703657602,7.92869977889034,9.23669310000647,13.7954205872695
"16",16,"Kinect Adventures!","XBOX360",0.618917160065013,"Misc","Microsoft Game Studios",18.0063023809186,9.48519532773788,0.524540193519846,8.60038278870425,13.6797370675415
"17",17,"Grand Theft Auto V","PS3",1.13406876182602,"Action","Take-Two Interactive",8.2594537404913,18.0535832495562,2.88481813994799,21.6977700296749,13.409808854843
"18",18,"Grand Theft Auto: San Andreas","PS2",-0.41138604345701,"Action","Take-Two Interactive",11.2226916437368,0.501250485923767,1.07419396186613,55.7933975436187,13.0306239846237
"19",19,"Super Mario World","SNES",-2.81542685167506,"Platform","Nintendo",15.3246945263286,7.13037278109497,11.1942898143594,2.66148654988356,12.9020867404816
"20",20,"Brain Age: Train Your Brain in Minutes a Day","DS",-0.239668842870006,"Misc","Nintendo",5.4921323928323,18.0337948247945,13.1989094400929,10.6153654411613,12.6514391144044
"21",21,"Pokemon Diamond/Pokemon Pearl","DS",-0.0679516422830024,"Role-Playing","Nintendo",7.53701144176616,8.65408148774626,19.2774334665106,7.00960701044871,11.4560427438824
"22",22,"Super Mario Land","GB",-2.98714405226207,"Platform","Nintendo",12.9369615051185,5.07237660587764,13.2635745893101,1.97215037930615,11.3146517753261
"23",23,"Super Mario Bros. 3","NES",-3.15886125284907,"Platform","Nintendo",11.3573842757025,6.51693161348212,12.1642670526176,2.18425381640689,10.7619416255148
"24",24,"Grand Theft Auto V","XBOX360",0.632654536111961,"Action","Take-Two Interactive",11.4675873382199,10.217367043921,-0.0574461494350401,7.06263286972389,10.1835240268752
"25",25,"Grand Theft Auto: Vice City","PS2",-0.754820444631018,"Action","Take-Two Interactive",9.97372360187298,10.5735586896317,1.26818940951776,9.18366724073128,10.0357061961117
"26",26,"Pokemon Ruby/Pokemon Sapphire","GBA",-0.754820444631018,"Role-Playing","Nintendo",7.09619919169659,7.42719915252055,17.1434835423427,2.39635725350763,9.84290032989847
"27",27,"Pokemon Black/Pokemon White","DS",0.618917160065013,"Role-Playing","Nintendo",6.496204740213,6.20031681729483,18.016463056775,4.09318475031354,9.50227663292178
"28",28,"Brain Age 2: More Training in Minutes a Day","DS",-0.239668842870006,"Puzzle","Nintendo",3.88806559396802,10.3163091677295,16.9494880946911,6.0021156842202,9.48942290850757
"29",29,"Gran Turismo 3: A-Spec","PS2",-0.926537645218022,"Racing","Sony Computer Entertainment",8.06353718490482,9.78202169916345,5.79474985472242,5.89606396566983,9.28376331788014
"30",30,"Call of Duty: Modern Warfare 3","XBOX360",0.790634360652017,"Shooter","Activision",10.7329002547706,8.17915929346534,0.168881872825193,6.74447771407278,9.14237234932377
"31",31,"Pokémon Yellow: Special Pikachu Edition","GB",-1.44168924697903,"Role-Playing","Nintendo",6.88803785138596,9.68307957535493,9.83632168079802,2.87358998698429,9.06525000283849
"32",32,"Call of Duty: Black Ops","XBOX360",0.618917160065013,"Shooter","Activision",11.5165664771165,7.09079593157156,0.104216723607984,5.73698638784427,9.06525000283849
"33",33,"Pokemon X/Pokemon Y","3DS",1.13406876182602,"Role-Playing","Nintendo",6.00641335124681,7.72402552394612,13.7808957830478,3.93410717248799,8.87887099883237
"34",34,"Call of Duty: Black Ops 3","PS4",1.47750316300003,"Shooter","Activision",6.7411004346961,11.2067882820062,0.880198514214498,11.9940377823161,8.80817551455419
"35",35,"Call of Duty: Black Ops II","PS3",0.962351561239021,"Shooter","Activision",5.78600722621202,11.3453072553382,1.85017575247264,13.107580827095,8.67321140820494
"36",36,"Call of Duty: Black Ops II","XBOX360",0.962351561239021,"Shooter","Activision",9.7778070462865,8.21873614298875,-0.0251135748264353,5.68396052856909,8.48040554199172
"37",37,"Call of Duty: Modern Warfare 2","XBOX360",0.447199959478009,"Shooter","Activision",10.1084162338387,6.89291168395451,0.00721899978216948,6.58540013624723,8.33901457343536
"38",38,"Call of Duty: Modern Warfare 3","PS3",0.790634360652017,"Shooter","Activision",6.45947038604054,11.2265767067679,1.33285455873496,8.33525349232833,8.30688026239982
"39",39,"Grand Theft Auto III","PS2",-0.926537645218022,"Action","Take-Two Interactive",8.23496417104299,8.63429306298456,0.718535641171474,6.63842599552241,8.07551322294396
"40",40,"Super Smash Bros. Brawl","WII",0.275482758891005,"Fighting","Nintendo",7.94108933766327,4.87449235826059,8.3490232488022,5.15370193581724,8.03695204970131
"41",41,"Call of Duty: Black Ops","PS3",0.618917160065013,"Shooter","Activision",6.99824091390335,8.49577408965263,1.30052198412636,9.44879653710721,7.83771932128099
"42",42,"Animal Crossing: Wild World","DS",-0.239668842870006,"Simulation","Nintendo",2.79827975351824,6.67523901157576,16.9818206692997,4.41133990596465,7.54208365975405
"43",43,"Mario Kart 7","3DS",0.790634360652017,"Racing","Nintendo",5.47988760810815,7.44698757728225,8.38135582341081,4.46436576523984,7.5035224865114
"44",44,"Halo 3","XBOX360",0.103765558304001,"Shooter","Microsoft Game Studios",9.43495307401017,5.3098377030181,0.168881872825193,6.16119326204575,7.45853445106165
"45",45,"Grand Theft Auto V","PS4",1.30578596241303,"Action","Take-Two Interactive",4.32887784403759,11.2067882820062,0.912531088823103,10.4562878633357,7.35570465574794
"46",46,"Pokemon HeartGold/Pokemon SoulSilver","DS",0.447199959478009,"Action","Nintendo",5.06356492748689,5.19110715444787,12.5522579479208,3.82805545393762,7.30428975809108
"47",47,"Super Mario 64","N64",-1.78512364815304,"Platform","Nintendo",8.13700589324975,5.34941455254152,5.92408015315684,0.964659053077643,7.29786289588397
"48",48,"Gran Turismo 4","PS2",-0.41138604345701,"Racing","Sony Computer Entertainment",3.36153985082936,-0.270498079782731,3.30514160985986,39.6735363239625,7.1500450651205
"49",49,"Super Mario Galaxy","WII",0.103765558304001,"Platform","Nintendo",7.21864703893814,6.43777791443529,3.6284673559459,3.77502959466244,7.060068994221
"50",50,"Pokemon Omega Ruby/Pokemon Alpha Sapphire","3DS",1.30578596241303,"Role-Playing","Nintendo",4.85540358717625,6.37841264015018,9.7069913823636,3.1917451426354,6.93795861228596
"51",51,"Super Mario Land 2: 6 Golden Coins","GB",-2.47199245050106,"Adventure","Nintendo",7.21864703893814,3.7465521468434,8.44602097262801,1.28281420872875,6.84155567917935
"52",52,"Grand Theft Auto IV","XBOX360",0.275482758891005,"Action","Take-Two Interactive",7.95333412238743,5.84412517158414,0.201214447433798,5.20672779509242,6.73872588386563
"53",53,"Gran Turismo","PS",-1.61340644756604,"Racing","Sony Computer Entertainment",4.598263107969,7.36783387823543,7.96103235349894,2.502408972058,6.69373784841588
"54",54,"Super Mario 3D Land","3DS",0.790634360652017,"Platform","Nintendo",5.66355937897047,5.62645249920539,6.63539679454615,3.88108131321281,6.59090805310216
"55",55,"Gran Turismo 5","PS3",0.618917160065013,"Racing","Sony Computer Entertainment",3.30031592720859,9.36646477916765,2.36749694621032,10.9865464560876,6.57805432868795
"56",56,"Call of Duty: Modern Warfare 2","PS3",0.447199959478009,"Shooter","Activision",5.78600722621202,7.01164223252474,0.977196238040313,8.38827935160351,6.52663943103109
"57",57,"Grand Theft Auto IV","PS3",0.275482758891005,"Action","Take-Two Interactive",5.50437717755646,7.15016120585668,1.17119168569194,8.33525349232833,6.4495170845458
"58",58,"Super Mario All-Stars","SNES",-2.30027524991405,"Platform","Nintendo",7.01048569862751,3.96422481922216,6.60306421993754,1.28281420872875,6.43666336013159
"59",59,"Pokemon FireRed/Pokemon LeafGreen","GBA",-0.41138604345701,"Role-Playing","Nintendo",4.99009621914196,4.95364605730741,9.93331940462383,1.60096936437986,6.39810218688894
"60",60,"Super Mario 64","DS",-0.41138604345701,"Platform","Nintendo",5.89621028872941,5.86391359634585,3.79013022898893,4.9415984987165,6.35311415143919
"61",61,"Just Dance 3","WII",0.790634360652017,"Misc","Ubisoft",7.08395440697243,5.94306729539267,-0.251441597086669,5.41883123219316,6.25028435612548
"62",62,"Call of Duty: Ghosts","XBOX360",1.13406876182602,"Shooter","Activision",7.90435498349081,4.914069207784,-0.12211129865225,4.09318475031354,6.21815004508994
"63",63,"Halo: Reach","XBOX360",0.618917160065013,"Shooter","Microsoft Game Studios",8.28394330993961,3.62782159827317,0.00721899978216948,3.88108131321281,6.0060635922554
"64",64,"Mario Kart 64","N64",-1.9997701488868,"Racing","Nintendo",6.47171517076469,3.54866789922635,6.9587225406322,0.540452178876164,5.99963673004829
"65",65,"New Super Mario Bros. 2","3DS",0.962351561239021,"Platform","Nintendo",4.15745085789943,5.78475989729903,7.73470433123871,3.08569342408503,5.96750241901275
"66",66,"Halo 4","XBOX360",0.962351561239021,"Shooter","Microsoft Game Studios",7.79415192097342,4.37978173921797,-0.12211129865225,3.61595201683688,5.92894124577011
"67",67,"Final Fantasy VII","PS",-1.61340644756604,"Role-Playing","Sony Computer Entertainment",3.36153985082936,4.59745441159672,10.3536428745357,4.83554678016613,5.90323379694168
"68",68,"Call of Duty: Ghosts","PS3",1.13406876182602,"Shooter","Activision",4.68397660103808,7.09079593157156,0.977196238040313,7.06263286972389,5.81968458824929
"69",69,"Just Dance 2","WII",0.618917160065013,"Misc","Ubisoft",6.82681392776518,5.42856825158834,-0.219109022478064,3.88108131321281,5.77469655279953
"70",70,"Gran Turismo 2","PS",-1.26997204639203,"Racing","Sony Computer Entertainment",4.42683612183083,6.4773547639587,5.21276351176754,2.39635725350763,5.75541596617821
"71",71,"Call of Duty 4: Modern Warfare","XBOX360",0.103765558304001,"Shooter","Activision",6.91252742083427,4.41935858874138,0.168881872825193,4.51739162451502,5.64615930865739
"72",72,"Donkey Kong Country","SNES",-2.12855804932705,"Platform","Nintendo",5.01458578859027,3.09353412970713,9.44833078549476,0.964659053077643,5.63330558424317
"73",73,"Minecraft","XBOX360",1.13406876182602,"Misc","Microsoft Game Studios",6.50844952493716,5.3098377030181,-0.186776447869459,3.82805545393762,5.5690369621721
"74",74,"Animal Crossing: New Leaf","3DS",0.962351561239021,"Simulation","Nintendo",2.13706137841388,4.30062804017114,13.845560932265,1.91912452003097,5.49834147789392
"75",75,"Mario Party DS","DS",0.103765558304001,"Misc","Nintendo",5.13703363583181,3.42993735065612,6.15040817541708,3.45687443901133,5.45335344244417
"76",76,"The Elder Scrolls V: Skyrim","XBOX360",0.790634360652017,"Role-Playing","Bethesda Softworks",5.83498636510864,5.36920297730322,0.071884148999379,4.2522623281391,5.33766992271624
"77",77,"Super Mario Kart","SNES",-2.47199245050106,"Racing","Nintendo",4.01051344120957,2.16347816590699,12.0672693287917,0.699529756701718,5.28625502505938
"78",78,"FIFA 16","PS4",1.47750316300003,"Sports","Electronic Arts",1.03503075323994,11.7014989010488,-0.0574461494350401,6.42632255842167,5.11272974546748
"79",79,"Wii Party","WII",0.618917160065013,"Misc","Nintendo",1.86767611448247,6.69502743633746,7.79936948045592,3.35082272046096,5.11272974546748
"80",80,"Halo 2","XB",-0.41138604345701,"Shooter","Microsoft Game Studios",8.02680283073236,2.73734248399644,-0.0897787240436448,0.169271163949871,5.11272974546748
"81",81,"Mario Party 8","WII",0.103765558304001,"Misc","Nintendo",4.34112262876175,4.26105119064773,4.85710519107289,3.61595201683688,5.06774171001773
"82",82,"Pokemon Black 2/Pokemon White 2","DS",0.962351561239021,"Role-Playing","Nintendo",3.23909200358781,3.39036050113271,9.90098683001523,2.02517623858134,5.00989995015376
"83",83,"FIFA Soccer 13","PS3",0.962351561239021,"Action","Electronic Arts",0.973806829619166,9.70286800011663,0.168881872825193,10.4032620040605,4.9520581902898
"84",84,"The Sims 3","PC",0.447199959478009,"Simulation","Electronic Arts",0.875848551825927,12.4138821924702,-0.251441597086669,3.50990029828651,4.8685089815974
"85",85,"GoldenEye 007","N64",-1.61340644756604,"Shooter","Nintendo",6.77783478886856,3.68718687255829,0.168881872825193,0.540452178876164,4.85565525718319
"86",86,"Mario & Sonic at the Olympic Games","WII",0.103765558304001,"Sports","Sega",2.8350141076907,7.42719915252055,1.88250832708125,4.57041748379021,4.83637467056186
"87",87,"Final Fantasy X","PS2",-0.926537645218022,"Role-Playing","Sony Computer Entertainment",3.23909200358781,3.80591742112852,8.57535127106243,1.49491764582949,4.82994780835476
"88",88,"Final Fantasy VIII","PS",-1.26997204639203,"Role-Playing","SquareSoft",2.46767056596606,3.11332255446884,11.4852829858369,0.964659053077643,4.70783742641972
"89",89,"Pokémon Platinum Version","DS",0.275482758891005,"Role-Playing","Nintendo",3.12888894107042,3.23205310303907,8.44602097262801,2.66148654988356,4.6949837020055
"90",90,"Pac-Man","2600",-4.18916445637109,"Puzzle","Atari",8.59006292804348,0.600192609732293,-0.251441597086669,0.169271163949871,4.67570311538418
"91",91,"Grand Theft Auto: Liberty City Stories","PSP",-0.239668842870006,"Action","Take-Two Interactive",3.22684721886366,5.3098377030181,0.524540193519846,9.02458966290573,4.61786135552021
"92",92,"Super Mario Galaxy 2","WII",0.618917160065013,"Platform","Nintendo",4.15745085789943,4.4985122877882,2.9171507145566,3.13871928336022,4.59858076889889
"93",93,"Star Wars Battlefront (2015)","PS4",1.47750316300003,"Shooter","Electronic Arts",3.26358157303612,6.22010524205654,0.459875044302636,6.26724498059612,4.58572704448468
"94",94,"Call of Duty: Advanced Warfare","PS4",1.30578596241303,"Shooter","Activision",3.10439937162211,6.23989366681824,0.201214447433798,7.00960701044871,4.54073900903493
"95",95,"The Legend of Zelda: Ocarina of Time","N64",-1.44168924697903,"Action","Nintendo",4.69622138576224,3.44972577541783,4.43678172116102,0.593478038151349,4.54073900903493
"96",96,"Crash Bandicoot 2: Cortex Strikes Back","PS",-1.61340644756604,"Platform","Sony Computer Entertainment",4.30438827458928,4.00380166874557,3.98412567664056,1.38886592727912,4.52788528462071
"97",97,"Super Mario Bros. 2","NES",-3.15886125284907,"Platform","Nintendo",6.27579861517821,2.04474761733676,2.01183862551567,0.752555615976903,4.45076293813542
"98",98,"Super Smash Bros. for Wii U and 3DS","3DS",1.30578596241303,"Fighting","Nintendo",3.64316989948492,2.38115083828575,7.57304145819569,2.02517623858134,4.44433607592832
"99",99,"Call of Duty: World at War","XBOX360",0.275482758891005,"Shooter","Activision",5.54111153172892,3.46951420017953,-0.251441597086669,3.40384857973614,4.39292117827146
"100",100,"Battlefield 3","XBOX360",0.790634360652017,"Shooter","Electronic Arts",5.13703363583181,3.92464796969875,-0.0574461494350401,3.40384857973614,4.37364059165014
"101",101,"The Legend of Zelda: Twilight Princess","WII",-0.0679516422830024,"Action","Nintendo",4.36561219821006,4.04337851826898,1.68851287942962,3.45687443901133,4.35436000502881
"102",102,"Call of Duty: Black Ops 3","XBOXONE",1.47750316300003,"Shooter","Activision",5.21050234417674,3.84549427065193,-0.219109022478064,3.29779686118577,4.34793314282171
"103",103,"Just Dance","WII",0.447199959478009,"Misc","Ubisoft",3.9737790870371,5.70560619825221,-0.251441597086669,3.61595201683688,4.32865255620039
"104",104,"Battlefield 3","PS3",0.356189843166902,"Shooter","Electronic Arts",3.16562329524288,5.50772195063516,0.880198514214498,5.57790881001872,4.30294510737196
"105",105,"Need for Speed Underground","PS2",-0.583103244044014,"Racing","Electronic Arts",3.67990425365739,5.3098377030181,0.00721899978216948,5.15370193581724,4.28366452075063
"106",106,"Tekken 3","PS",-1.44168924697903,"Fighting","Sony Computer Entertainment",3.67990425365739,4.10274379255409,4.275118848118,1.28281420872875,4.25795707192221
"107",107,"Crash Bandicoot 3: Warped","PS",-1.44168924697903,"Platform","Sony Computer Entertainment",4.18194042734774,3.17268782875395,4.33978399733521,1.22978834945357,4.23867648530088
"108",108,"Super Smash Bros. Melee","GC",-0.926537645218022,"Fighting","Nintendo",5.07580971221104,1.76770967067289,4.24278627350939,0.911633193802458,4.20011531205824
"109",109,"Mario Kart 8","WiiU",1.30578596241303,"Racing","Nintendo",3.50847726751922,3.80591742112852,3.85479537820614,2.34333139423245,4.12941982778006
"110",110,"Fallout 4","PS4",1.47750316300003,"Role-Playing","Bethesda Softworks",2.700321475725,5.94306729539267,0.524540193519846,5.57790881001872,4.12941982778006
"111",111,"Mario Kart: Double Dash!!","GC",-0.583103244044014,"Racing","Nintendo",4.72071095521055,3.21226467827736,2.56149239386195,0.752555615976903,4.12299296557295
"112",112,"Just Dance 4","WII",0.962351561239021,"Misc","Ubisoft",4.74520052465886,4.08295536779239,-0.251441597086669,2.71451240915874,4.09728551674452
"113",113,"FIFA 14","PS3",1.13406876182602,"Sports","Electronic Arts",0.63095285734283,8.25831299251216,-0.0251135748264353,8.91853794435536,4.09085865453741
"114",114,"Need for Speed Underground 2","PS2",-0.41138604345701,"Racing","Electronic Arts",2.99419630910472,5.6858177734905,0.00721899978216948,5.52488295074353,4.09085865453741
"115",115,"Medal of Honor: Frontline","PS2",-0.754820444631018,"Shooter","Electronic Arts",3.26358157303612,5.15153030492446,0.298212171259612,4.99462435799169,4.04587061908766
"116",116,"Uncharted 3: Drake's Deception","PS3",0.790634360652017,"Action","Sony Computer Entertainment",3.06766501744965,5.25047242873299,0.362877320476822,5.36580537291798,4.04587061908766
"117",117,"Crash Bandicoot","PS",-1.78512364815304,"Platform","Sony Computer Entertainment",3.63092511476077,4.35999331445626,2.78782041612218,1.33584006800394,4.03944375688056
"118",118,"Zumba Fitness","WII",0.618917160065013,"Sports","505 Games",3.96153430231295,4.93385763254571,-0.251441597086669,3.29779686118577,4.03301689467345
"119",119,"Gears of War 2","XBOX360",0.275482758891005,"Shooter","Microsoft Game Studios",4.75744530938301,3.50909104970294,-0.0574461494350401,3.13871928336022,4.00088258363791
"120",120,"Uncharted 2: Among Thieves","PS3",0.447199959478009,"Action","Sony Computer Entertainment",3.67990425365739,4.16210906683921,0.427542469694031,5.04765021726687,3.98160199701659
"121",121,"Call of Duty 4: Modern Warfare","PS3",0.103765558304001,"Shooter","Activision",3.47174291334675,4.26105119064773,0.653870491954265,5.25975365436761,3.97517513480948
"122",122,"FIFA 12","PS3",0.790634360652017,"Sports","Electronic Arts",0.704421565687759,8.25831299251216,0.104216723607984,7.27473630682463,3.95589454818816
"123",123,"Big Brain Academy","DS",-0.239668842870006,"Misc","Nintendo",1.72073869779261,5.21089557920958,4.9217703402901,3.03266756480985,3.94304082377395
"124",124,"Red Dead Redemption","PS3",0.618917160065013,"Action","Take-Two Interactive",3.09215458689795,4.87449235826059,0.298212171259612,5.20672779509242,3.89805278832419
"125",125,"FIFA 15","PS4",1.30578596241303,"Sports","Electronic Arts",0.643197642066985,8.19894771822705,-0.0897787240436448,7.53986560320055,3.89162592611709
"126",126,"Donkey Kong Country Returns","WII",0.618917160065013,"Platform","Nintendo",3.65541468420908,3.3507836516093,3.07881358759962,2.23727967568208,3.89162592611709
"127",127,"The Elder Scrolls V: Skyrim","PS3",0.790634360652017,"Role-Playing","Bethesda Softworks",2.79827975351824,5.07237660587764,0.556872768128451,5.31277951364279,3.87234533949576
"128",128,"The Legend of Zelda","NES",-3.50229565402308,"Action","Nintendo",4.25540913569267,1.55003699829414,5.21276351176754,0.48742631960098,3.84021102846023
"129",129,"Assassin's Creed III","PS3",0.962351561239021,"Action","Ubisoft",2.90848281603563,4.77555023445207,0.265879596651008,5.79001224711946,3.83378416625312
"130",130,"Halo: Combat Evolved","XB",-0.926537645218022,"Shooter","Microsoft Game Studios",5.77376244148787,2.28220871447723,0.00721899978216948,0.116245304674686,3.78879613080337
"131",131,"Pokémon Emerald Version","GBA",-0.41138604345701,"Role-Playing","Nintendo",2.82276932296655,2.83628460780497,6.40906877228591,0.858607334527273,3.77594240638916
"132",132,"Kingdom Hearts","PS2",-1.82977012030566,"Role-Playing","Sony Computer Entertainment",4.13296128845112,2.08432446686017,4.56611201959544,0.116245304674686,3.76951554418205
"133",133,"Pokémon Crystal Version","GB",-1.09825484580503,"Role-Playing","Nintendo",2.79827975351824,2.79670775828156,3.91946052742335,4.99462435799169,3.76308868197494
"134",134,"Halo 3: ODST","XBOX360",0.447199959478009,"Shooter","Microsoft Game Studios",4.99009621914196,2.38115083828575,-0.0574461494350401,2.97964170553466,3.74380809535362
"135",135,"Red Dead Redemption","XBOX360",0.618917160065013,"Action","Take-Two Interactive",4.20642999679605,3.60803317351147,0.0395515743907742,2.76753826843392,3.7309543709394
"136",136,"Super Mario Sunshine","GC",-0.754820444631018,"Platform","Nintendo",4.58601832324485,2.2030550154304,2.56149239386195,0.646503897426534,3.71167378431808
"137",137,"Street Fighter II: The World Warrior","SNES",-2.47199245050106,"Fighting","Capcom",2.700321475725,1.35215275067709,9.0280073155829,0.38137460105061,3.70524692211097
"138",138,"World of Warcraft","PC",-0.41138604345701,"Role-Playing","Activision",-0.238426858072164,11.9983252724744,-0.251441597086669,-0.254935710251607,3.69239319769676
"139",139,"Driver","PS",-1.26997204639203,"Action","GT Interactive",3.48398769807091,5.25047242873299,-0.186776447869459,1.49491764582949,3.68596633548965
"140",140,"Kinect Sports","XBOX360",0.618917160065013,"Sports","Microsoft Game Studios",4.47581526072745,3.23205310303907,-0.154443873260854,2.44938311278282,3.66668574886833
"141",141,"Gears of War 3","XBOX360",0.790634360652017,"Shooter","Microsoft Game Studios",4.63499746214146,2.91543830685179,-0.0251135748264353,2.34333139423245,3.66668574886833
"142",142,"Gears of War","XBOX360",-0.0679516422830024,"Shooter","Microsoft Game Studios",4.01051344120957,3.46951420017953,-0.0251135748264353,2.92661584625948,3.58313654017594
"143",143,"Metal Gear Solid 2: Sons of Liberty","PS2",-0.926537645218022,"Action","Konami Digital Entertainment",2.67583190627669,3.68718687255829,2.56149239386195,3.5629261575617,3.54457536693329
"144",144,"Sonic the Hedgehog 2","GEN",-2.47199245050106,"Platform","Sega",5.14927842055597,2.08432446686017,0.265879596651008,0.752555615976903,3.53172164251908
"145",145,"Metal Gear Solid 4: Guns of the Patriots","PS3",0.275482758891005,"Action","Konami Digital Entertainment",2.89623803131148,3.15289940399225,2.43216209542753,4.14621060958873,3.53172164251908
"146",146,"Metal Gear Solid","PS",-1.44168924697903,"Action","Konami Digital Entertainment",3.56970119113999,3.3309952268476,2.2704992223845,1.01768491235283,3.53172164251908
"147",147,"The Last of Us","PS3",1.13406876182602,"Action","Sony Computer Entertainment Europe",2.62685276738007,4.22147434112432,0.653870491954265,5.10067607654205,3.50601419369065
"148",148,"Final Fantasy XII","PS2",-0.0679516422830024,"Role-Playing","Square Enix",1.97787917699986,-0.290286504544436,7.28204828671824,8.97156380363054,3.48030674486222
"149",149,"LittleBigPlanet","PS3",0.275482758891005,"Platform","Sony Computer Entertainment",3.10439937162211,3.76634057160511,0.298212171259612,4.51739162451502,3.4610261582409
"150",150,"Dragon Quest IX: Sentinels of the Starry Skies","DS",0.447199959478009,"Role-Playing","Nintendo",0.484015440652972,1.07511480401321,13.8132283576564,0.540452178876164,3.40961126058404
"151",151,"LEGO Star Wars: The Complete Saga","WII",0.103765558304001,"Action","LucasArts",4.15745085789943,2.93522673161349,-0.251441597086669,2.55543483133319,3.40318439837693
"152",152,"Resident Evil 2","PS",-1.44168924697903,"Action","Virgin Interactive",1.97787917699986,2.61861193542621,6.27973847385149,2.13122795713171,3.39675753616982
"153",153,"Tekken 2","PS",-1.78512364815304,"Fighting","Sony Computer Entertainment",2.44318099651775,3.44972577541783,4.14578854968358,0.964659053077643,3.34534263851296
"154",154,"Cooking Mama","DS",-0.0679516422830024,"Simulation","505 Games",3.50847726751922,3.54866789922635,-0.0251135748264353,2.82056412770911,3.33248891409875
"155",155,"Destiny","PS4",1.30578596241303,"Shooter","Activision",2.72481104517331,3.76634057160511,0.265879596651008,4.83554678016613,3.287500878649
"156",156,"Tetris","NES",-2.15603280142098,"Puzzle","Nintendo",3.31256071193274,1.07511480401321,5.6007544070708,0.328348741775425,3.24251284319925
"157",157,"Assassin's Creed II","PS3",0.447199959478009,"Action","Ubisoft",2.78603496879408,3.56845632398806,0.427542469694031,4.35831404668947,3.23608598099214
"158",158,"Super Smash Bros.","N64",-1.26997204639203,"Fighting","Nintendo",3.28807114248443,0.897018981157869,6.11807560080847,-0.0428322731508683,3.22323225657793
"159",159,"Assassin's Creed","XBOX360",0.103765558304001,"Adventure","Ubisoft",3.69214903838154,2.9748035811369,-0.0251135748264353,2.66148654988356,3.22323225657793
"160",160,"Batman: Arkham City","PS3",0.790634360652017,"Action","Warner Bros. Interactive Entertainment",2.98195152438056,3.48930262494124,0.104216723607984,3.98713303176317,3.21037853216371
"161",161,"Forza Motorsport 3","XBOX360",0.447199959478009,"Racing","Microsoft Game Studios",3.33705028138105,3.50909104970294,0.071884148999379,2.44938311278282,3.1975248077495
"162",162,"Monster Hunter Freedom Unite","PSP",0.275482758891005,"Role-Playing","Capcom",0.25136453089403,0.837653706872754,13.1019117162671,1.54794350510468,3.19109794554239
"163",163,"Super Mario Advance","GBA",-0.926537645218022,"Platform","Nintendo",3.52072205224337,2.16347816590699,2.69082269229637,0.805581475252088,3.18467108333528
"164",164,"Mario Kart: Super Circuit","GBA",-0.926537645218022,"Racing","Nintendo",2.88399324658732,2.9550151563752,2.9494832891652,0.964659053077643,3.17181735892107
"165",165,"Super Mario World","GBA",-0.926537645218022,"Platform","Nintendo",3.60643554531246,1.90622864400483,2.82015299073078,0.805581475252088,3.16539049671396
"166",166,"Pokemon Stadium","N64",-1.26997204639203,"Strategy","Nintendo",3.56970119113999,2.16347816590699,2.78782041612218,0.222297023225056,3.15896363450685
